Ax,Ay,Az,Gx,Gy,Gz
0.397,-0.2192,-0.0215,113.9847,-224.6183,-250.1374
0.438,0.9055,-0.3262,124.3588,-183.1908,-250.1374
0.3118,1.1807,-0.3396,105.458,-170.3512,-250.1374
0.3047,1.0488,-0.4644,84.9847,-199.5954,-250.1374
0.4929,1.2761,-0.4771,116.5267,-205.4122,-250.1374
0.7185,1.3635,-0.417,141.7252,-159.5649,-250.1374
0.9155,1.7708,-0.4336,114.1527,-109.3053,-250.1374
0.541,1.498,-0.3723,9.0611,10.8168,-75.4198
0.2561,1.1978,-0.3489,-35.9695,23.1069,5.9695
-0.1155,0.8086,-0.2043,-42.2824,-3.9466,-59.0458
-0.0664,0.8374,-0.1833,-24.5038,-96.2443,-154.3817
0.0918,0.9358,-0.1914,14.3664,-144.1985,-122.7328
0.5747,1.147,-0.2625,18.9618,-133.916,-111.6183
0.6062,1.1089,-0.1934,22.2366,-39.6565,-59.9237
0.5649,1.2476,-0.2732,-14.8397,24.0611,-76.3359
0.3447,1.1086,-0.1411,-22.3969,24.1832,-14.4656
0.1963,1.0398,-0.126,-11.2061,20.0687,-60.0076
0.1458,1.0715,-0.0854,-3.2672,4.4198,-68.7481
0.3076,1.1147,-0.1235,4.6794,-27.2137,-70.8779
0.4131,1.2026,-0.147,-4.1756,-6.313,-81.1679
0.4102,1.1929,-0.1521,-7.3969,10.0229,-49.7939
0.3171,1.2031,-0.1392,-12.0153,42.4275,-33.3511
0.2036,1.322,-0.1008,-23.374,54.2519,-29.5573
0.0186,1.4556,-0.1157,-32.9618,47.1221,5.5802
-0.0627,1.3032,-0.1289,-42.2214,19.4122,49.4198
-0.0493,1.3301,-0.1772,-61.5038,5.9466,-26.6718
0.064,1.2405,-0.2173,-62.7634,6.8931,-21.7481
-0.0332,1.3667,-0.1606,-68.8321,12.2519,-9.8168
-0.041,1.3298,-0.1284,-86.9084,-14.3053,28.8626
-0.0061,1.1252,-0.1614,-82.4657,-24.0382,46.0305
0.0823,1.0828,-0.199,-89.3817,-29.1221,16.1832
0.082,1.0764,-0.1274,-97.2061,-38.145,29.1527
0.1765,0.8579,-0.1267,-113.1756,-23.7939,-53.0305
0.2439,0.5229,-0.0806,-112.855,39.0076,-199.1374
-0.2627,0.6763,0.2607,-70.9313,62.7939,68.2672
-0.2412,0.4805,-0.0774,-46.0458,30.542,128.4122
-0.2351,0.366,-0.312,19.3969,-76.1221,213.5343
-0.3159,0.5168,0.0049,37.4885,-119.2977,-112.6565
-0.0452,1.0515,-0.0234,43.4656,-165.9084,-118.8779
0.3987,1.2947,-0.092,22.5954,-179.8321,-102.313
0.6853,1.1606,-0.1287,-42.2595,-92.5496,-75.2137
0.4668,1.2319,0.0156,-70.2519,-27.3282,-0.3053
0.3232,1.0125,0.0615,-108.6718,-1.6947,103.4122
0.1968,0.8452,0.0857,-125.1298,-2.6947,118.0687
0.1221,0.8196,0.0989,-125.3359,-13.4122,136.145
0.0505,0.624,0.1074,-116.6794,-57.8473,185.542
0.0352,0.5647,0.1653,-83.6412,-103.7481,174.7786
0.1023,0.6162,0.1956,-74.8779,-136.0229,127.5496
0.4099,0.7158,0.1501,-81.4733,-175.0382,-25.0916
0.6697,0.658,0.1482,-75.7176,-167.3435,-3.4351
0.7134,0.6162,0.0852,-70.1756,-150.9542,26.2824
0.6428,0.4736,0.2405,-49.2595,-113.3435,72.2137
0.6809,0.3359,0.1887,-24.2214,-118.0992,81.3969
0.6765,0.3984,0.1423,-8.3817,-119.0153,81.084
0.7876,0.3552,0.1411,12.2672,-114.9466,153.2214
0.7312,0.3752,0.1553,26.4886,-91.687,166.1603
0.7112,0.4033,0.2402,31.1679,-98.1756,168.3893
0.8225,0.2812,-0.032,31.0611,-111.6183,118.5878
1.124,0.0632,0.1443,68.4122,-124.8855,3.6336
1.4734,-0.229,-0.2139,122.7405,-157.0992,-45.4427
1.1255,0.7512,-0.032,202.1069,-107.6718,26.4198
1.0635,0.9136,-0.0127,142.9084,-109.0916,69.5038
0.9766,0.3755,-0.2046,118.7252,-138.0611,60.4427
1.0149,0.1545,-0.2222,126.0305,-124.3359,-134.1603
1.0989,0.1125,-0.3276,184.5573,-161.145,-97.3969
1.1782,0.0632,-0.4248,219.8092,-162.542,-126.8702
1.1887,0.4946,-0.5928,250.1298,-106.4046,-146.8015
0.9783,1.9343,-0.3914,112.6336,-19.9618,-153.9847
0.9773,1.4478,-0.2898,-44.6947,36.2214,-127.2748
0.7471,0.3525,-0.5208,-37.0076,15.7481,-191.9847
0.698,0.6934,-0.5686,60.9466,-8.7481,-240.6488
0.6311,1.292,-0.5415,55.0916,-15.6947,-169.2824
0.731,1.6733,-0.5461,18.7099,10.7786,-124.7786
0.4937,1.5137,-0.4778,-51.2366,73.9924,-70.7634
0.3789,1.3967,-0.4644,-77.0458,55.8015,-86.3435
0.304,1.2009,-0.334,-80.8702,62.313,-69.8702
0.5391,0.792,-0.4246,-85.2824,34.5115,-108.0305
0.4558,0.8713,-0.2588,-78.2748,55.6336,-120.1221
0.4307,0.8892,-0.2712,-70.5649,67.9084,-94.2672
0.1899,1.2119,-0.2129,-100.5878,84.9008,-144.0076
0.4033,0.9707,-0.2771,-110.2977,72.3969,-107.2137
0.5095,0.7871,-0.2815,-86.229,100.7863,-37.1527
-0.0396,0.9719,-0.1311,-34.3817,181.9313,-4.6412
-0.2549,0.9878,-0.0459,-23.4198,92.1679,-16.3053
-0.061,0.9905,-0.0825,-17.7863,48.9542,-45.5496
0.2061,1.2422,-0.1477,-17.5496,44.7328,-53.8473
0.1455,1.2271,-0.1548,-42.8473,74.374,-14.9466
0.0525,1.1055,-0.1614,-48.8244,82.5725,-1.1145
-0.1887,1.0945,-0.1467,-38.8168,73.2366,-20.8244
-0.1719,1.3162,-0.1433,-35.9008,35.3206,-64.9542
-0.0598,1.3472,-0.1697,-38.1908,21.5038,-64.7557
-0.0146,1.3428,-0.1863,-45.7557,28.7634,-27.8931
-0.1152,1.3049,-0.157,-58.3664,33.2672,-22.229
-0.1533,1.2439,-0.1377,-63.916,28.0076,-12.9771
-0.2241,1.0979,-0.0906,-70.4275,1.916,-8.6794
-0.1545,0.9587,-0.0593,-67.8168,-26.6489,-20.9466
-0.1172,0.9185,-0.0686,-67.1832,-32.5878,-25.1908
-0.0583,0.7444,-0.0483,-61.916,-45.1603,-34.4122
0.0117,0.834,-0.0215,-44.4122,-59.6183,-55.5649
0.0266,0.9031,-0.0205,-43.2443,-64.6947,-50.2443
0.0564,0.8374,-0.0166,-49.8244,-68.0076,-26.9847
0.0679,0.6147,-0.0417,-36.2519,-64.8779,-16.084
0.0542,0.6182,-0.0291,-22.0458,-68.7023,-24.8321
0.1414,0.7563,-0.0095,-3.1756,-81.1145,-40.2824
0.2351,0.8911,-0.0176,1.2748,-70.5038,-39.374
0.2271,0.9504,0.002,-2.8321,-58.9313,-25.8397
0.0886,0.9587,0.0667,-28.1298,-47.7863,11.0076
0.0315,0.7905,0.0803,-43.084,-71.1221,23.2061
0.0928,0.5598,0.0149,-35.9847,-77.6718,32.9924
0.1863,0.6416,0.0654,-19.7328,-82.7252,20.0
0.229,0.7019,0.0508,-17.8397,-84.4809,34.8015
0.2288,0.6721,0.0386,-21.2366,-74.8855,56.0992
0.0408,0.5759,0.0569,-9.3435,-67.3282,72.2214
-0.0298,0.6084,0.0867,-3.3664,-87.1756,67.5496
0.1658,0.468,0.0364,3.4046,-129.7405,36.2061
0.3157,0.373,0.0073,26.2595,-137.6031,21.4886
0.4934,0.3232,-0.0266,44.8473,-132.4046,17.1985
0.592,0.5425,-0.0088,73.2977,-129.6947,-3.1145
0.7039,0.7014,-0.0205,77.7099,-115.4122,-16.8244
0.8667,0.9329,-0.0579,69.9237,-89.2443,-1.1908
0.7534,0.7632,-0.0527,50.5191,-39.542,45.7023
0.6318,0.6301,-0.0706,57.7405,-31.5038,53.3282
0.5,0.4968,-0.1023,68.6336,-48.8244,35.7939
0.7363,0.6865,-0.1975,93.2366,-80.2519,-16.8168
0.8572,0.8521,-0.1965,96.3969,-55.0458,-23.6183
0.9124,1.0374,-0.2346,88.7634,-33.3053,-5.7634
0.802,0.9211,-0.2832,77.7786,-3.9542,12.7557
0.76,0.8613,-0.2874,78.5115,-1.5191,13.4962
0.7524,0.8623,-0.259,86.9618,-6.4275,8.3664
0.7891,0.8838,-0.2881,89.3817,5.2672,-29.8626
0.9172,0.29,-0.5479,135.8702,36.8473,-109.458
0.4216,1.6257,-0.3171,198.855,41.6336,-141.2672
0.5217,1.625,-0.3096,120.4657,12.8092,-49.6183
0.635,0.9448,-0.4258,102.7023,17.1679,-56.4809
0.377,1.2527,-0.3818,105.3588,62.1832,-60.5267
0.2546,1.8638,-0.2146,1.1985,-15.0534,-10.626
0.7214,1.0095,-0.5322,-10.1374,14.7939,-36.7786
0.4131,1.3687,-0.3306,-26.6489,68.5267,-26.5114
0.3245,1.1316,-0.3088,-44.8015,43.0916,1.9084
0.3284,0.7571,-0.3853,-32.5038,42.0458,-49.4122
0.1545,1.283,-0.2747,-19.084,37.8092,-124.8702
0.3333,1.2229,-0.3547,-39.8779,28.8397,-92.8321
0.4221,1.019,-0.3669,-37.8473,38.5115,-65.4809
0.2883,0.9023,-0.3267,-27.4275,77.4275,-43.5191
0.21,0.8618,-0.3096,1.5802,78.1832,-42.9237
0.2026,1.0615,-0.2915,9.0687,69.4046,-33.0916
0.2048,1.2217,-0.2839,-10.0305,78.0076,-28.9466
0.2083,1.0037,-0.2898,-7.2366,89.8931,2.2214
0.083,0.9719,-0.2734,-3.8321,95.7099,-27.3817
0.0969,0.9087,-0.3413,15.8321,74.8702,-22.626
0.1084,1.1106,-0.2764,19.4198,86.7481,-45.9084
0.0088,1.2302,-0.2715,-3.1221,75.7023,-10.8779
0.0522,1.0315,-0.3005,-10.3435,70.4275,-14.0534
0.04,1.0979,-0.291,-8.8779,70.2519,-27.3817
0.0454,1.1013,-0.3032,-13.7634,63.084,-8.8244
-0.0449,1.1809,-0.2747,-22.1069,65.9389,-16.3511
-0.1047,1.2017,-0.2542,-29.6183,58.3053,-17.916
-0.0571,1.1147,-0.2739,-37.9924,32.4885,-31.313
-0.043,1.1597,-0.2898,-39.1832,28.4504,-28.2672
-0.0601,1.1443,-0.2837,-39.2748,24.7099,-16.5038
-0.0635,1.1145,-0.2449,-39.313,11.2061,-4.8626
-0.0125,1.104,-0.2236,-33.8931,2.8855,-9.3588
0.0117,1.1799,-0.2146,-37.687,2.3588,-12.3893
-0.002,1.1208,-0.2209,-49.9084,9.4122,-2.4656
-0.0525,1.123,-0.1829,-60.626,3.0076,-5.145
-0.0801,0.9993,-0.1719,-61.374,-7.7099,-6.7786
-0.032,0.949,-0.1646,-55.6641,-21.8168,-18.9542
-0.0212,0.9678,-0.1421,-52.3664,-25.5878,-18.4122
-0.0107,0.9236,-0.1277,-50.4504,-27.5344,-14.0305
-0.0039,0.925,-0.1055,-47.9618,-33.4122,-15.2519
0.0688,0.8525,-0.094,-44.0992,-44.6031,-11.7405
0.0872,0.8384,-0.1042,-42.229,-45.6336,-8.9008
0.0632,0.8767,-0.0874,-36.5496,-42.5649,-11.3359
0.0437,0.9241,-0.0935,-34.4198,-55.4275,-13.2824
0.0728,0.9446,-0.0845,-34.0153,-62.0305,-15.5649
0.1687,0.8904,-0.0764,-36.542,-68.4122,-8.313
0.1931,0.8042,-0.0725,-33.6412,-56.6336,0.5038
0.1807,0.748,-0.054,-29.2137,-54.0076,3.9542
0.1472,0.7861,-0.0203,-19.2519,-51.4885,0.1527
0.1438,0.7776,-0.0115,-13.2977,-64.313,5.5573
0.2117,0.8096,-0.0088,-10.2977,-66.8931,1.8702
0.2747,0.9038,-0.0063,-11.2214,-64.5725,-3.7176
0.2927,0.8831,-0.0247,-14.8397,-58.5802,4.5191
0.2522,0.7766,-0.0134,-14.8015,-47.855,12.8626
0.2441,0.7593,0.0034,-7.7176,-56.5038,12.7863
0.2725,0.7993,0.0122,-7.145,-61.4351,10.3664
0.3608,0.7432,0.0051,-10.9466,-63.8168,29.2214
0.3672,0.6584,-0.0063,-2.2366,-54.5267,28.2901
0.3508,0.6902,0.0259,2.771,-60.9542,25.4962
0.5042,0.6921,0.0046,8.9618,-65.1985,21.1298
0.5442,0.6838,0.0071,11.7939,-54.5649,22.8397
0.4404,0.5823,0.0098,18.687,-34.626,24.2977
0.4021,0.5208,0.0015,34.8092,-46.9084,4.1756
0.4514,0.5674,-0.02,44.5115,-54.3511,-7.2901
0.5857,0.7239,-0.0366,55.5267,-49.0992,-13.2137
0.5676,0.7366,-0.0427,56.0153,-23.5954,-0.1069
0.4155,0.6646,-0.0432,58.0458,-22.3359,-1.9695
0.3569,0.5894,-0.0942,71.3511,-37.9618,-6.3206
0.4084,0.5903,-0.1343,80.0992,-47.8779,-18.8015
0.6455,0.7908,-0.1992,97.5496,-49.458,-38.2901
0.7754,0.9597,-0.2129,94.8244,-20.1298,-27.916
0.7812,0.9851,-0.2102,89.2061,-4.1298,-16.1221
0.7319,0.8149,-0.2188,70.2214,19.1603,3.9466
0.5911,0.5527,-0.3074,82.8244,35.9695,1.7099
0.5359,0.7107,-0.3044,97.7405,22.8473,-40.2366
0.9602,1.6357,-0.4517,102.4962,-42.5115,-134.5649
1.2654,1.7715,-0.5784,45.4809,39.6794,-56.0534
0.9985,1.334,-0.5786,21.9542,121.5496,29.5954
0.1682,1.4495,-0.3979,-26.4427,193.6336,43.4885
-0.2178,0.8748,-0.2554,-33.8931,125.1527,66.313
-0.502,0.5129,-0.0994,3.7099,47.5496,-70.4657
0.0859,1.3228,-0.2395,37.9847,-93.0687,-189.313
0.4827,1.394,-0.301,15.1221,-55.3053,-139.0763
0.8325,1.3892,-0.3503,-0.6107,4.3435,-71.8321
0.6135,1.0151,-0.3552,-6.1679,104.9466,28.4504
0.4009,0.9414,-0.3584,29.8397,156.8092,17.9618
-0.1025,1.3696,-0.2107,27.9008,137.6641,-10.313
-0.0286,1.3855,-0.2332,3.8473,58.7786,-26.313
0.085,1.3706,-0.2478,-14.7634,45.3435,-46.4656
0.3933,0.9026,-0.3196,-12.145,40.3053,-16.1756
0.3318,1.04,-0.2944,10.9771,90.1069,-26.2672
0.1917,1.1643,-0.2573,11.9618,104.458,-15.3359
0.0139,1.3054,-0.2578,4.6489,94.9008,-15.7786
-0.012,1.3884,-0.2576,-13.5496,76.5725,-6.8321
-0.0039,1.3235,-0.2673,-20.5267,75.4351,8.3893
-0.0996,1.2007,-0.2622,-33.4504,78.0,2.5802
-0.1421,1.144,-0.249,-34.229,67.0229,-2.5954
-0.1118,1.2324,-0.2224,-34.7176,27.5344,-35.7634
0.0754,1.29,-0.2537,-44.3817,10.7481,-28.8168
0.0984,1.2542,-0.2351,-52.5802,16.6565,-15.542
0.0693,1.1208,-0.2202,-64.6031,29.8626,0.1069
-0.0281,0.9541,-0.166,-62.7328,30.6641,7.3817
-0.0732,0.9041,-0.1851,-53.2595,23.3206,3.9542
-0.1316,0.9712,-0.1321,-51.4198,-3.2595,-9.0534
-0.0813,0.9402,-0.1448,-48.4885,-30.9847,-31.4809
0.0654,0.9871,-0.1562,-48.0534,-34.0916,-36.0305
0.1313,0.9885,-0.1584,-52.6718,-27.5496,-23.6718
0.1187,0.9702,-0.1487,-54.458,-18.0229,-11.9237
0.0559,0.8604,-0.137,-47.5496,-18.4427,-1.8397
-0.0112,0.886,-0.0908,-42.3435,-31.3435,-10.1527
0.0393,0.9382,-0.093,-38.9924,-45.6641,-26.916
0.0432,0.9824,-0.0867,-41.626,-48.8779,-27.145
0.084,0.9487,-0.0803,-47.1221,-54.0305,-24.8626
0.1023,0.8613,-0.0662,-48.0382,-54.4656,-17.9389
0.0842,0.8145,-0.0452,-45.542,-51.3435,-15.7328
0.0581,0.759,-0.0139,-36.0992,-56.6565,-10.3893
0.0542,0.7412,-0.0005,-25.9695,-57.2061,-4.6565
0.022,0.7478,0.0229,-22.9389,-56.8168,-6.4351
-0.0083,0.7285,0.032,-17.5573,-65.6107,-6.3893
0.0068,0.7065,0.0269,-12.3359,-77.6107,-9.9847
0.0693,0.6428,0.0017,-6.1985,-83.542,-6.8168
0.1611,0.7026,-0.0212,10.5573,-96.8779,-7.7328
0.24,0.7764,-0.0276,13.855,-99.6489,-5.7252
0.3176,0.7654,-0.0227,6.1908,-86.0916,16.2824
0.2695,0.6277,-0.0188,1.5573,-74.916,40.7557
0.2578,0.5942,-0.0071,5.0382,-80.8397,40.3359
0.4104,0.6047,-0.0349,13.3053,-103.2519,39.3053
0.5332,0.6094,-0.0442,17.7786,-102.9313,35.1908
0.759,0.6304,-0.0752,20.1985,-91.2901,29.6641
0.8364,0.6106,-0.1064,23.0916,-52.0687,33.5115
0.7817,0.6003,-0.092,26.0458,-27.7328,38.6031
0.5093,0.5693,-0.0503,39.0076,-0.2748,35.4122
0.4814,0.7642,-0.0352,55.7481,-47.2519,8.4427
0.6377,0.8357,-0.0762,56.2061,-63.9924,6.1298
0.894,0.9258,-0.1091,48.2061,-45.2519,16.8626
0.9312,0.947,-0.1248,42.0916,0.626,45.5115
0.8362,0.9626,-0.1338,39.7557,21.5344,60.2137
0.6511,0.9104,-0.0945,37.626,33.2519,67.3969
0.644,0.9036,-0.0713,40.916,22.5954,61.0458
0.7678,0.9246,-0.0679,51.1832,10.6794,35.2443
0.6467,1.3162,-0.1218,85.916,68.1756,-0.8244
0.4436,1.5361,-0.0579,70.3282,72.2977,8.3511
0.2119,1.2161,-0.0637,56.7328,59.3664,21.4427
0.1628,1.0669,-0.106,84.8168,-11.7634,36.2519
0.4363,1.084,-0.0833,89.6183,-37.8321,27.9618
0.7905,1.3022,-0.1848,83.1298,4.5878,29.771
0.8074,1.3008,-0.1665,72.6336,33.0687,71.0763
0.6719,1.4458,-0.2415,39.4733,89.626,163.8244
0.3474,1.2476,-0.0168,-46.8626,118.5343,152.0534
0.3181,0.823,-0.1162,-54.3511,77.2519,154.7099
0.3499,0.5825,-0.0603,-28.145,35.7634,38.9542
0.604,0.5085,-0.1619,18.9084,-8.7481,48.3664
0.6382,0.6765,-0.1187,31.6794,10.0763,23.8015
0.7195,0.8167,-0.1106,32.2824,1.1679,40.6412
0.8489,0.7612,-0.2048,17.0458,27.7481,51.8626
0.8005,0.7629,-0.1877,11.1069,31.7786,96.6183
0.7314,0.6682,-0.1624,-0.626,41.8473,77.313
0.719,0.5723,-0.1672,3.626,38.7176,95.3359
0.6519,0.5156,-0.1589,20.0611,42.3664,91.916
0.5881,0.5576,-0.1194,34.7557,21.4198,63.8931
0.5999,0.5938,-0.1362,38.1985,2.6794,36.7634
